product_a,product_b,support,confidence_ab,confidence_ba,lift,pair_count
6 RIBBONS RUSTIC CHARM,VICTORIAN GLASS HANGING T-LIGHT,0.0061,0.1107,0.0927,1.7,66
PACK OF 60 PINK PAISLEY CAKE CASES,SET/5 RED RETROSPOT LID GLASS BOWLS,0.0056,0.1054,0.0904,1.7,61
60 TEATIME FAIRY CAKE CASES,LUNCH BAG APPLE DESIGN,0.0061,0.1149,0.0908,1.7,67
PINK CREAM FELT CRAFT TRINKET BOX,POPCORN HOLDER,0.0036,0.0841,0.0718,1.69,39
GREY HEART HOT WATER BOTTLE,JUMBO BAG 50'S CHRISTMAS,0.0036,0.0828,0.073,1.69,39
60 TEATIME FAIRY CAKE CASES,JUMBO SHOPPER VINTAGE RED PAISLEY,0.0061,0.1149,0.0904,1.69,67
6 RIBBONS RUSTIC CHARM,HOME BUILDING BLOCK WORD,0.0054,0.099,0.0922,1.69,59
LUNCH BAG PINK POLKADOT,SPOTTY BUNTING,0.0104,0.1342,0.1303,1.69,113
RED HANGING HEART T-LIGHT HOLDER,WOODEN PICTURE FRAME WHITE FINISH,0.0075,0.1306,0.0975,1.69,82
HAND WARMER OWL DESIGN,LARGE WHITE HEART OF WICKER,0.0037,0.0763,0.0813,1.69,40
COOK WITH WINE METAL SIGN,SET/5 RED RETROSPOT LID GLASS BOWLS,0.0052,0.1044,0.0844,1.69,57
GARDENERS KNEELING PAD KEEP CALM,LUNCH BAG VINTAGE DOILY,0.005,0.0746,0.1143,1.69,55
PACK OF 60 PINK PAISLEY CAKE CASES,SPACEBOY LUNCH BOX,0.004,0.076,0.0898,1.69,44
DOORMAT UNION FLAG,WOODEN FRAME ANTIQUE WHITE,0.0049,0.1183,0.0696,1.69,53
PACK OF 60 PINK PAISLEY CAKE CASES,SET OF 3 REGENCY CAKE TINS,0.0044,0.0829,0.0897,1.69,48
LUNCH BAG PINK POLKADOT,SET OF 4 PANTRY JELLY MOULDS,0.0091,0.1176,0.1304,1.69,99
LUNCH BAG ALPHABET DESIGN,VINTAGE SNAP CARDS,0.005,0.0915,0.0914,1.69,54
GARDENERS KNEELING PAD CUP OF TEA,SET/5 RED RETROSPOT LID GLASS BOWLS,0.006,0.1048,0.0963,1.69,65
HAND OVER THE CHOCOLATE   SIGN,JUMBO BAG PINK VINTAGE PAISLEY,0.0044,0.0848,0.0874,1.69,48
CHILLI LIGHTS,LUNCH BAG WOODLAND,0.0041,0.1037,0.0674,1.69,45
LUNCH BAG APPLE DESIGN,SMALL WHITE HEART OF WICKER,0.0059,0.0867,0.1143,1.69,64
COLOUR GLASS T-LIGHT HOLDER HANGING,WOOD 2 DRAWER CABINET WHITE FINISH,0.0033,0.0744,0.0752,1.69,36
NATURAL SLATE HEART CHALKBOARD,SMALL WHITE HEART OF WICKER,0.0071,0.0867,0.1375,1.69,77
CHARLOTTE BAG SUKI DESIGN,VINTAGE SNAP CARDS,0.0041,0.0916,0.0761,1.69,45
ALARM CLOCK BAKELIKE PINK,CLOTHES PEGS RETROSPOT PACK 24,0.0037,0.0821,0.0752,1.68,40
PACK OF 72 RETROSPOT CAKE CASES,PINK CREAM FELT CRAFT TRINKET BOX,0.0054,0.0713,0.1272,1.68,59
GIN + TONIC DIET METAL SIGN,HOME BUILDING BLOCK WORD,0.0056,0.0985,0.0953,1.68,61
DOORMAT UNION FLAG,LOVE BUILDING BLOCK WORD,0.0033,0.0804,0.0691,1.68,36
PINK REGENCY TEACUP AND SAUCER,VICTORIAN GLASS HANGING T-LIGHT,0.0049,0.1097,0.0744,1.68,53
LUNCH BAG DOLLY GIRL DESIGN,PACK OF 60 PINK PAISLEY CAKE CASES,0.0042,0.0891,0.0794,1.68,46
PACK OF 60 PINK PAISLEY CAKE CASES,SET OF 3 CAKE TINS PANTRY DESIGN,0.0079,0.1485,0.0889,1.68,86
CHARLOTTE BAG SUKI DESIGN,GARDENERS KNEELING PAD CUP OF TEA,0.0043,0.0957,0.0758,1.68,47
RECIPE BOX PANTRY YELLOW DESIGN,SET OF 3 REGENCY CAKE TINS,0.0055,0.0822,0.1121,1.68,60
ALARM CLOCK BAKELIKE PINK,PAPER CHAIN KIT 50'S CHRISTMAS,0.0061,0.1376,0.0752,1.68,67
PACK OF 60 DINOSAUR CAKE CASES,SMALL WHITE HEART OF WICKER,0.0037,0.0862,0.0714,1.68,40
GREEN REGENCY TEACUP AND SAUCER,PACK OF 60 PINK PAISLEY CAKE CASES,0.005,0.089,0.0933,1.68,54
LUNCH BAG  BLACK SKULL.,POPCORN HOLDER,0.0075,0.0836,0.151,1.68,82
NATURAL SLATE HEART CHALKBOARD,RECIPE BOX PANTRY YELLOW DESIGN,0.0092,0.1126,0.137,1.68,100
CLOTHES PEGS RETROSPOT PACK 24,PINK CREAM FELT CRAFT TRINKET BOX,0.0035,0.0714,0.0819,1.68,38
CHILLI LIGHTS,SET/20 RED RETROSPOT PAPER NAPKINS,0.0034,0.0853,0.0668,1.68,37
BAKING SET 9 PIECE RETROSPOT,IVORY KITCHEN SCALES,0.0045,0.0731,0.1034,1.68,49
IVORY KITCHEN SCALES,RETROSPOT HEART HOT WATER BOTTLE,0.0032,0.0738,0.0731,1.68,35
JUMBO BAG STRAWBERRY,PACK OF 60 DINOSAUR CAKE CASES,0.004,0.0717,0.0948,1.68,44
GARDENERS KNEELING PAD CUP OF TEA,LUNCH BAG SPACEBOY DESIGN,0.0076,0.1339,0.0957,1.68,83
HOT WATER BOTTLE I AM SO POORLY,WOOD 2 DRAWER CABINET WHITE FINISH,0.0032,0.0737,0.0731,1.68,35
GARDENERS KNEELING PAD CUP OF TEA,PAPER CHAIN KIT VINTAGE CHRISTMAS,0.0057,0.1,0.0949,1.67,62
LUNCH BAG WOODLAND,SET/5 RED RETROSPOT LID GLASS BOWLS,0.0063,0.1033,0.1022,1.67,69
LUNCH BAG VINTAGE DOILY,SET OF 4 PANTRY JELLY MOULDS,0.0051,0.1164,0.0738,1.67,56
DOORMAT NEW ENGLAND,JUMBO BAG PINK VINTAGE PAISLEY,0.0037,0.0842,0.0729,1.67,40
JUMBO  BAG BAROQUE BLACK WHITE,LUNCH BAG VINTAGE DOILY,0.0041,0.0735,0.0936,1.67,45
JUMBO BAG RED RETROSPOT,LUNCH BAG ALPHABET DESIGN,0.0116,0.0905,0.2153,1.67,127
HOT WATER BOTTLE I AM SO POORLY,PACK OF 60 PINK PAISLEY CAKE CASES,0.0039,0.0884,0.0725,1.67,42
60 TEATIME FAIRY CAKE CASES,JUMBO BAG PINK VINTAGE PAISLEY,0.0045,0.084,0.0893,1.67,49
HOT WATER BOTTLE TEA AND SYMPATHY,PLEASE ONE PERSON METAL SIGN,0.0043,0.0973,0.074,1.67,47
JUMBO BAG 50'S CHRISTMAS,LUNCH BAG SUKI DESIGN,0.0062,0.1273,0.0818,1.67,68
JUMBO BAG VINTAGE LEAF,SET OF 3 REGENCY CAKE TINS,0.0052,0.0821,0.1065,1.67,57
HANGING HEART JAR T-LIGHT HOLDER,HEART OF WICKER SMALL,0.0063,0.1372,0.0772,1.67,69
GARDENERS KNEELING PAD KEEP CALM,SET/5 RED RETROSPOT LID GLASS BOWLS,0.007,0.1031,0.1126,1.67,76
PACK OF 72 RETROSPOT CAKE CASES,POPCORN HOLDER,0.0063,0.0833,0.1271,1.67,69
COOK WITH WINE METAL SIGN,WOOD 2 DRAWER CABINET WHITE FINISH,0.0037,0.0733,0.0835,1.67,40
POPCORN HOLDER,VINTAGE SNAP CARDS,0.0045,0.0902,0.0829,1.67,49
LUNCH BAG ALPHABET DESIGN,POPCORN HOLDER,0.0045,0.0831,0.0902,1.67,49
RETROSPOT HEART HOT WATER BOTTLE,SET OF 3 CAKE TINS PANTRY DESIGN,0.0065,0.1482,0.0734,1.67,71
LUNCH BAG SPACEBOY DESIGN,PACK OF 72 RETROSPOT CAKE CASES,0.0101,0.1269,0.1329,1.67,110
RABBIT NIGHT LIGHT,VINTAGE SNAP CARDS,0.0045,0.0906,0.0829,1.67,49
RED RETROSPOT CHARLOTTE BAG,SET/5 RED RETROSPOT LID GLASS BOWLS,0.0057,0.1033,0.0919,1.67,62
DOORMAT NEW ENGLAND,SET OF 3 CAKE TINS PANTRY DESIGN,0.0064,0.1474,0.0724,1.66,70
ANTIQUE SILVER T-LIGHT GLASS,HAND WARMER OWL DESIGN,0.0035,0.0798,0.0725,1.66,38
RETROSPOT HEART HOT WATER BOTTLE,WOOD 2 DRAWER CABINET WHITE FINISH,0.0032,0.0731,0.0731,1.66,35
LUNCH BAG SPACEBOY DESIGN,SET/20 RED RETROSPOT PAPER NAPKINS,0.0067,0.0842,0.1318,1.66,73
PAPER BUNTING RETROSPOT,PINK CREAM FELT CRAFT TRINKET BOX,0.0028,0.0705,0.0668,1.66,31
LUNCH BAG SUKI DESIGN,SET OF 4 PANTRY JELLY MOULDS,0.0088,0.1155,0.1265,1.66,96
DOORMAT KEEP CALM AND COME IN,SPOTTY BUNTING,0.0068,0.1321,0.0854,1.66,74
CHOCOLATE HOT WATER BOTTLE,DOORMAT KEEP CALM AND COME IN,0.005,0.085,0.0982,1.66,55
6 RIBBONS RUSTIC CHARM,RED HANGING HEART T-LIGHT HOLDER,0.0052,0.0956,0.0908,1.66,57
LUNCH BAG WOODLAND,SMALL WHITE HEART OF WICKER,0.0052,0.0853,0.1018,1.66,57
ANTIQUE SILVER T-LIGHT GLASS,WOODEN PICTURE FRAME WHITE FINISH,0.0056,0.1282,0.0725,1.66,61
HOME BUILDING BLOCK WORD,PLEASE ONE PERSON METAL SIGN,0.0057,0.0969,0.0976,1.66,62
DOORMAT NEW ENGLAND,IVORY KITCHEN SCALES,0.0031,0.0716,0.0717,1.65,34
COLOUR GLASS T-LIGHT HOLDER HANGING,NATURAL SLATE HEART CHALKBOARD,0.006,0.1343,0.0732,1.65,65
ALARM CLOCK BAKELIKE PINK,GINGERBREAD MAN COOKIE CUTTER,0.0031,0.0698,0.0736,1.65,34
GREY HEART HOT WATER BOTTLE,VINTAGE SNAP CARDS,0.0039,0.0892,0.0711,1.65,42
LUNCH BAG SPACEBOY DESIGN,POPCORN HOLDER,0.0065,0.0819,0.1308,1.65,71
SET OF 4 PANTRY JELLY MOULDS,VINTAGE SNAP CARDS,0.0062,0.0896,0.1151,1.65,68
6 RIBBONS RUSTIC CHARM,HAND OVER THE CHOCOLATE   SIGN,0.0047,0.0856,0.0901,1.65,51
GINGERBREAD MAN COOKIE CUTTER,LUNCH BAG DOLLY GIRL DESIGN,0.0033,0.0779,0.0698,1.65,36
COOK WITH WINE METAL SIGN,DOORMAT UNION FLAG,0.0034,0.0678,0.0826,1.65,37
PACK OF 60 PINK PAISLEY CAKE CASES,ROSES REGENCY TEACUP AND SAUCER,0.0053,0.1002,0.0873,1.65,58
ROSES REGENCY TEACUP AND SAUCER,SET OF 3 CAKE TINS PANTRY DESIGN,0.0089,0.1461,0.1003,1.65,97
GARDENERS KNEELING PAD CUP OF TEA,JUMBO BAG 50'S CHRISTMAS,0.0046,0.0806,0.0936,1.65,50
IVORY KITCHEN SCALES,POPCORN HOLDER,0.0036,0.0823,0.0718,1.65,39
ALARM CLOCK BAKELIKE PINK,SET OF 4 PANTRY JELLY MOULDS,0.0051,0.115,0.0738,1.65,56
PACK OF 60 DINOSAUR CAKE CASES,RED HANGING HEART T-LIGHT HOLDER,0.004,0.0948,0.0701,1.65,44
RECIPE BOX PANTRY YELLOW DESIGN,SPACEBOY LUNCH BOX,0.005,0.074,0.1102,1.65,54
HOT WATER BOTTLE I AM SO POORLY,POPCORN HOLDER,0.0036,0.0821,0.0718,1.65,39
JAM MAKING SET PRINTED,VINTAGE SNAP CARDS,0.0057,0.0892,0.1049,1.65,62
DOORMAT UNION FLAG,HOME BUILDING BLOCK WORD,0.0039,0.096,0.0672,1.64,43
ALARM CLOCK BAKELIKE GREEN,JUMBO BAG VINTAGE DOILY,0.0051,0.083,0.1014,1.64,56
POPCORN HOLDER,SET/5 RED RETROSPOT LID GLASS BOWLS,0.005,0.1013,0.0815,1.64,55
SET OF 3 REGENCY CAKE TINS,SET OF 4 PANTRY JELLY MOULDS,0.0056,0.114,0.0804,1.64,61
GARDENERS KNEELING PAD CUP OF TEA,HANGING HEART JAR T-LIGHT HOLDER,0.0043,0.0758,0.0934,1.64,47
COLOUR GLASS T-LIGHT HOLDER HANGING,PAPER BUNTING RETROSPOT,0.0029,0.0661,0.0727,1.64,32
PACK OF 60 DINOSAUR CAKE CASES,SET OF 6 SPICE TINS PANTRY DESIGN,0.0037,0.0862,0.0698,1.64,40
COLOUR GLASS T-LIGHT HOLDER HANGING,LOVE BUILDING BLOCK WORD,0.0035,0.0785,0.0729,1.64,38
RED RETROSPOT CHARLOTTE BAG,SET/20 RED RETROSPOT PAPER NAPKINS,0.0046,0.0833,0.0903,1.64,50
60 TEATIME FAIRY CAKE CASES,LUNCH BAG CARS BLUE,0.0071,0.1321,0.0879,1.64,77
60 TEATIME FAIRY CAKE CASES,LUNCH BAG  BLACK SKULL.,0.0079,0.1475,0.0877,1.64,86
RECIPE BOX PANTRY YELLOW DESIGN,RED RETROSPOT CHARLOTTE BAG,0.0061,0.0904,0.11,1.64,66
HAND OVER THE CHOCOLATE   SIGN,SET/20 RED RETROSPOT PAPER NAPKINS,0.0043,0.083,0.0848,1.64,47
LUNCH BAG SPACEBOY DESIGN,RED HANGING HEART T-LIGHT HOLDER,0.0075,0.0946,0.1306,1.64,82
DOORMAT NEW ENGLAND,RECIPE BOX PANTRY YELLOW DESIGN,0.0048,0.1095,0.0712,1.64,52
LOVE BUILDING BLOCK WORD,SET OF 6 SPICE TINS PANTRY DESIGN,0.0041,0.0864,0.0785,1.64,45
HOT WATER BOTTLE TEA AND SYMPATHY,RECIPE BOX PANTRY YELLOW DESIGN,0.0049,0.1097,0.0726,1.64,53
SCOTTIE DOG HOT WATER BOTTLE,WOOD 2 DRAWER CABINET WHITE FINISH,0.0039,0.0714,0.0898,1.63,43
JUMBO BAG 50'S CHRISTMAS,RED HANGING HEART T-LIGHT HOLDER,0.0046,0.0936,0.0796,1.63,50
JUMBO BAG PINK VINTAGE PAISLEY,PACK OF 60 DINOSAUR CAKE CASES,0.0035,0.0692,0.0819,1.63,38
6 RIBBONS RUSTIC CHARM,NATURAL SLATE HEART CHALKBOARD,0.0072,0.1326,0.089,1.63,79
JUMBO SHOPPER VINTAGE RED PAISLEY,PACK OF 60 PINK PAISLEY CAKE CASES,0.0059,0.0864,0.1105,1.63,64
IVORY KITCHEN SCALES,WOOD 2 DRAWER CABINET WHITE FINISH,0.0031,0.0717,0.071,1.63,34
LUNCH BAG DOLLY GIRL DESIGN,WOOD 2 DRAWER CABINET WHITE FINISH,0.0034,0.0717,0.0772,1.63,37
CLOTHES PEGS RETROSPOT PACK 24,VINTAGE SNAP CARDS,0.0043,0.0883,0.0795,1.63,47
CLOTHES PEGS RETROSPOT PACK 24,RED HANGING HEART T-LIGHT HOLDER,0.0046,0.094,0.0796,1.63,50
LUNCH BAG PINK POLKADOT,PACK OF 72 RETROSPOT CAKE CASES,0.0095,0.1235,0.1256,1.63,104
ALARM CLOCK BAKELIKE GREEN,SET OF 3 REGENCY CAKE TINS,0.005,0.08,0.1009,1.63,54
RED HANGING HEART T-LIGHT HOLDER,SET/20 RED RETROSPOT PAPER NAPKINS,0.0048,0.0828,0.0939,1.63,52
JUMBO BAG 50'S CHRISTMAS,LUNCH BAG CARS BLUE,0.0064,0.1311,0.0799,1.63,70
GINGERBREAD MAN COOKIE CUTTER,RETROSPOT HEART HOT WATER BOTTLE,0.003,0.0714,0.0689,1.63,33
CHOCOLATE HOT WATER BOTTLE,PAPER CHAIN KIT VINTAGE CHRISTMAS,0.0058,0.0974,0.0965,1.63,63
LARGE WHITE HEART OF WICKER,LUNCH BAG DOLLY GIRL DESIGN,0.0035,0.0772,0.0736,1.63,38
CHILLI LIGHTS,PINK CREAM FELT CRAFT TRINKET BOX,0.0028,0.0691,0.0647,1.63,30
LUNCH BAG ALPHABET DESIGN,PACK OF 72 RETROSPOT CAKE CASES,0.0067,0.1237,0.0882,1.63,73
HANGING HEART JAR T-LIGHT HOLDER,HEART OF WICKER LARGE,0.0053,0.1153,0.0749,1.63,58
BAKING SET 9 PIECE RETROSPOT,SPACEBOY LUNCH BOX,0.0045,0.0731,0.1,1.63,49
BAKING SET 9 PIECE RETROSPOT,PAPER BUNTING RETROSPOT,0.004,0.0657,0.1,1.63,44
ALARM CLOCK BAKELIKE PINK,GARDENERS KNEELING PAD CUP OF TEA,0.0041,0.0924,0.0726,1.63,45
PAPER BUNTING RETROSPOT,SET OF 4 PANTRY JELLY MOULDS,0.0046,0.1136,0.0659,1.63,50
JUMBO BAG ALPHABET,SPACEBOY LUNCH BOX,0.0046,0.0727,0.102,1.62,50
HAND OVER THE CHOCOLATE   SIGN,PACK OF 60 DINOSAUR CAKE CASES,0.0036,0.0689,0.0841,1.62,39
RECIPE BOX PANTRY YELLOW DESIGN,RETROSPOT HEART HOT WATER BOTTLE,0.0048,0.0712,0.1086,1.62,52
BAKING SET 9 PIECE RETROSPOT,JAM MAKING SET PRINTED,0.0063,0.103,0.0993,1.62,69
ALARM CLOCK BAKELIKE RED,CHILLI LIGHTS,0.0044,0.0643,0.1106,1.62,48
LUNCH BAG WOODLAND,PINK CREAM FELT CRAFT TRINKET BOX,0.0042,0.0689,0.0991,1.62,46
PACK OF 60 PINK PAISLEY CAKE CASES,RETROSPOT TEA SET CERAMIC 11 PC,0.005,0.095,0.0858,1.62,55
LOVE BUILDING BLOCK WORD,PAPER BUNTING RETROSPOT,0.0031,0.0653,0.0773,1.62,34
COOK WITH WINE METAL SIGN,PACK OF 60 PINK PAISLEY CAKE CASES,0.0043,0.0861,0.0812,1.62,47
GARDENERS KNEELING PAD KEEP CALM,HANGING HEART JAR T-LIGHT HOLDER,0.005,0.0746,0.1093,1.62,55
ASSORTED COLOUR BIRD ORNAMENT,LOVE BUILDING BLOCK WORD,0.0086,0.0774,0.1804,1.62,94
BAKING SET 9 PIECE RETROSPOT,SET OF 4 PANTRY JELLY MOULDS,0.0069,0.1119,0.0988,1.61,75
DOORMAT RED RETROSPOT,JUMBO  BAG BAROQUE BLACK WHITE,0.004,0.0905,0.0719,1.61,44
DOORMAT KEEP CALM AND COME IN,JUMBO BAG APPLES,0.0047,0.0911,0.0824,1.61,51
SET/5 RED RETROSPOT LID GLASS BOWLS,VINTAGE SNAP CARDS,0.0054,0.0874,0.0998,1.61,59
LUNCH BAG PINK POLKADOT,SET/5 RED RETROSPOT LID GLASS BOWLS,0.0077,0.0998,0.1244,1.61,84
SET/20 RED RETROSPOT PAPER NAPKINS,SPACEBOY LUNCH BOX,0.0037,0.0722,0.0816,1.61,40
HAND OVER THE CHOCOLATE   SIGN,WHITE HANGING HEART T-LIGHT HOLDER,0.0138,0.265,0.0836,1.61,150
GREEN REGENCY TEACUP AND SAUCER,HANGING HEART JAR T-LIGHT HOLDER,0.0041,0.0741,0.0895,1.61,45
ALARM CLOCK BAKELIKE GREEN,GINGERBREAD MAN COOKIE CUTTER,0.0042,0.0681,0.0996,1.61,46
DOORMAT UNION FLAG,PLEASE ONE PERSON METAL SIGN,0.0039,0.0938,0.0661,1.61,42
LARGE WHITE HEART OF WICKER,SET/5 RED RETROSPOT LID GLASS BOWLS,0.0045,0.0996,0.0726,1.61,49
LUNCH BAG RED RETROSPOT,PINK CREAM FELT CRAFT TRINKET BOX,0.007,0.0684,0.1638,1.61,76
HOME BUILDING BLOCK WORD,SMALL WHITE HEART OF WICKER,0.0049,0.0828,0.0946,1.61,53
CHARLOTTE BAG SUKI DESIGN,RECIPE BOX PANTRY YELLOW DESIGN,0.0049,0.1079,0.0726,1.61,53
LUNCH BAG VINTAGE DOILY,PACK OF 60 DINOSAUR CAKE CASES,0.003,0.0686,0.0711,1.61,33
PINK REGENCY TEACUP AND SAUCER,RECIPE BOX PANTRY YELLOW DESIGN,0.0048,0.1077,0.0712,1.61,52
HEART OF WICKER LARGE,REX CASH+CARRY JUMBO SHOPPER,0.0083,0.1163,0.1142,1.61,90
ALARM CLOCK BAKELIKE RED,SET OF 6 SPICE TINS PANTRY DESIGN,0.0058,0.0845,0.1099,1.61,63
CHARLOTTE BAG SUKI DESIGN,PACK OF 60 PINK PAISLEY CAKE CASES,0.0039,0.0855,0.0725,1.61,42
ALARM CLOCK BAKELIKE GREEN,PAPER CHAIN KIT 50'S CHRISTMAS,0.0081,0.1304,0.0988,1.6,88
LUNCH BAG VINTAGE DOILY,PAPER CHAIN KIT VINTAGE CHRISTMAS,0.0042,0.0956,0.0704,1.6,46
GIN + TONIC DIET METAL SIGN,HOT WATER BOTTLE I AM SO POORLY,0.0039,0.0695,0.0905,1.6,43
LUNCH BAG SPACEBOY DESIGN,SMALL WHITE HEART OF WICKER,0.0065,0.0819,0.1268,1.6,71
COOK WITH WINE METAL SIGN,HOT WATER BOTTLE I AM SO POORLY,0.0035,0.0696,0.08,1.6,38
PACK OF 60 PINK PAISLEY CAKE CASES,POPCORN HOLDER,0.0042,0.0794,0.0847,1.6,46
HOT WATER BOTTLE I AM SO POORLY,RECIPE BOX PANTRY YELLOW DESIGN,0.0047,0.1074,0.0699,1.6,51
LUNCH BAG RED RETROSPOT,SPOTTY BUNTING,0.0129,0.1269,0.1626,1.6,141
COOK WITH WINE METAL SIGN,WOOD BLACK BOARD ANT WHITE FINISH,0.0039,0.0788,0.0801,1.6,43
BAKING SET 9 PIECE RETROSPOT,RABBIT NIGHT LIGHT,0.0049,0.0791,0.098,1.6,53
PACK OF 60 DINOSAUR CAKE CASES,SET OF 3 CAKE TINS PANTRY DESIGN,0.0061,0.1422,0.0683,1.6,66
GARDENERS KNEELING PAD CUP OF TEA,LUNCH BAG DOLLY GIRL DESIGN,0.0043,0.0758,0.0911,1.6,47
HANGING HEART JAR T-LIGHT HOLDER,SPOTTY BUNTING,0.0059,0.1272,0.0738,1.6,64
COLOUR GLASS T-LIGHT HOLDER HANGING,PACK OF 60 PINK PAISLEY CAKE CASES,0.0038,0.0847,0.0708,1.6,41
HAND OVER THE CHOCOLATE   SIGN,HOT WATER BOTTLE TEA AND SYMPATHY,0.0037,0.0707,0.0828,1.6,40
HAND OVER THE CHOCOLATE   SIGN,VICTORIAN GLASS HANGING T-LIGHT,0.0054,0.1042,0.0829,1.6,59
HAND OVER THE CHOCOLATE   SIGN,SET OF 4 PANTRY JELLY MOULDS,0.0058,0.1113,0.083,1.6,63
PAPER CHAIN KIT VINTAGE CHRISTMAS,SET/20 RED RETROSPOT PAPER NAPKINS,0.0049,0.0812,0.0957,1.6,53
DOORMAT KEEP CALM AND COME IN,IVORY KITCHEN SCALES,0.0036,0.0696,0.0823,1.6,39
HAND OVER THE CHOCOLATE   SIGN,HEART OF WICKER SMALL,0.0068,0.1307,0.0828,1.6,74
CLOTHES PEGS RETROSPOT PACK 24,DOORMAT NEW ENGLAND,0.0034,0.0695,0.0779,1.6,37
COOK WITH WINE METAL SIGN,WOODEN FRAME ANTIQUE WHITE,0.0056,0.1117,0.0801,1.6,61
GARDENERS KNEELING PAD KEEP CALM,VINTAGE SNAP CARDS,0.0059,0.0868,0.1083,1.6,64
JUMBO STORAGE BAG SUKI,POPCORN HOLDER,0.0052,0.0798,0.105,1.6,57
HAND WARMER OWL DESIGN,SMALL WHITE HEART OF WICKER,0.0039,0.0821,0.0768,1.6,43
BAKING SET 9 PIECE RETROSPOT,SET OF 3 CAKE TINS PANTRY DESIGN,0.0087,0.1418,0.0982,1.6,95
HANGING HEART JAR T-LIGHT HOLDER,RED HANGING HEART T-LIGHT HOLDER,0.0042,0.0915,0.0732,1.59,46
LUNCH BAG WOODLAND,SET OF 4 PANTRY JELLY MOULDS,0.0068,0.1108,0.0975,1.59,74
LUNCH BAG WOODLAND,SET/20 RED RETROSPOT PAPER NAPKINS,0.005,0.0808,0.0975,1.59,54
BAKING SET 9 PIECE RETROSPOT,SET/20 RED RETROSPOT PAPER NAPKINS,0.005,0.0806,0.0975,1.59,54
RED RETROSPOT CHARLOTTE BAG,SMALL WHITE HEART OF WICKER,0.0045,0.0817,0.0875,1.59,49
GARDENERS KNEELING PAD CUP OF TEA,HAND OVER THE CHOCOLATE   SIGN,0.0047,0.0823,0.0901,1.59,51
GARDENERS KNEELING PAD KEEP CALM,LUNCH BAG SPACEBOY DESIGN,0.0085,0.1262,0.1073,1.59,93
LUNCH BAG SUKI DESIGN,SET/5 RED RETROSPOT LID GLASS BOWLS,0.0075,0.0987,0.1215,1.59,82
JAM MAKING SET WITH JARS,REGENCY CAKESTAND 3 TIER,0.0127,0.1888,0.1064,1.59,138
6 RIBBONS RUSTIC CHARM,COLOUR GLASS T-LIGHT HOLDER HANGING,0.0039,0.0705,0.0868,1.59,42
CLOTHES PEGS RETROSPOT PACK 24,NATURAL SLATE HEART CHALKBOARD,0.0063,0.1297,0.0777,1.59,69
60 TEATIME FAIRY CAKE CASES,LUNCH BAG ALPHABET DESIGN,0.0046,0.0858,0.0847,1.59,50
LOVE BUILDING BLOCK WORD,VICTORIAN GLASS HANGING T-LIGHT,0.005,0.1036,0.0758,1.59,54
ALARM CLOCK BAKELIKE PINK,WOOD BLACK BOARD ANT WHITE FINISH,0.0035,0.078,0.0708,1.59,38
CHILLI LIGHTS,WOOD BLACK BOARD ANT WHITE FINISH,0.0031,0.0783,0.0633,1.59,34
RABBIT NIGHT LIGHT,REX CASH+CARRY JUMBO SHOPPER,0.0057,0.1146,0.0787,1.59,62
JAM MAKING SET WITH JARS,VINTAGE SNAP CARDS,0.0058,0.0862,0.1066,1.59,63
HANGING HEART JAR T-LIGHT HOLDER,JAM MAKING SET PRINTED,0.0047,0.1014,0.0734,1.59,51
LUNCH BAG ALPHABET DESIGN,SET OF 3 REGENCY CAKE TINS,0.0042,0.078,0.086,1.59,46
LUNCH BAG SUKI DESIGN,PACK OF 60 PINK PAISLEY CAKE CASES,0.0064,0.0842,0.1209,1.59,70
GARDENERS KNEELING PAD KEEP CALM,RETROSPOT TEA SET CERAMIC 11 PC,0.0063,0.0936,0.1076,1.59,69
CLOTHES PEGS RETROSPOT PACK 24,COOK WITH WINE METAL SIGN,0.0039,0.0789,0.0769,1.58,42
JUMBO BAG 50'S CHRISTMAS,LUNCH BAG RED RETROSPOT,0.0079,0.161,0.0774,1.58,86
GARDENERS KNEELING PAD CUP OF TEA,LUNCH BAG  BLACK SKULL.,0.0081,0.1419,0.0897,1.58,88
PACK OF 60 DINOSAUR CAKE CASES,SET OF 3 REGENCY CAKE TINS,0.0033,0.0776,0.0673,1.58,36
PARTY BUNTING,SET OF 3 REGENCY CAKE TINS,0.0085,0.0776,0.1738,1.58,93
CHOCOLATE HOT WATER BOTTLE,HAND OVER THE CHOCOLATE   SIGN,0.0049,0.0819,0.0936,1.58,53
GARDENERS KNEELING PAD CUP OF TEA,WOOD 2 DRAWER CABINET WHITE FINISH,0.0039,0.0694,0.0898,1.58,43
LUNCH BAG CARS BLUE,SPOTTY BUNTING,0.0101,0.1256,0.1269,1.58,110
JAM MAKING SET PRINTED,ROSES REGENCY TEACUP AND SAUCER,0.0061,0.0964,0.1009,1.58,67
JUMBO BAG ALPHABET,POPCORN HOLDER,0.005,0.0785,0.0994,1.58,54
BAKING SET 9 PIECE RETROSPOT,HAND WARMER OWL DESIGN,0.0047,0.0761,0.0973,1.58,51
LUNCH BAG VINTAGE LEAF DESIGN,SPACEBOY LUNCH BOX,0.0036,0.071,0.0796,1.58,39
IVORY KITCHEN SCALES,SET/20 RED RETROSPOT PAPER NAPKINS,0.0035,0.0802,0.0686,1.58,38
